School Year,District/LEA,SchoolName,SubjectArea,Subject,Percent Proficient
2015,AMERICAN PREPARATORY ACADEMY - SALEM,AMERICAN PREPARATORY ACADEMY - SALEM,L,9th Grade Language Arts,N<10
2015,AMERICAN PREPARATORY ACADEMY - SALEM,AMERICAN PREPARATORY ACADEMY - SALEM,M,3rd Grade Math,43.9%
2015,AMERICAN PREPARATORY ACADEMY - SALEM,AMERICAN PREPARATORY ACADEMY - SALEM,M,4th Grade Math,31.8%
2015,AMERICAN PREPARATORY ACADEMY - SALEM,AMERICAN PREPARATORY ACADEMY - SALEM,M,5th Grade Math,30-39%
2015,AMERICAN PREPARATORY ACADEMY - SALEM,AMERICAN PREPARATORY ACADEMY - SALEM,M,6th Grade Math,50-59%
2015,AMERICAN PREPARATORY ACADEMY - SALEM,AMERICAN PREPARATORY ACADEMY - SALEM,M,7th Grade Math,40-49%
2015,AMERICAN PREPARATORY ACADEMY - SALEM,AMERICAN PREPARATORY ACADEMY - SALEM,M,8th Grade Math,N<10
2015,AMERICAN PREPARATORY ACADEMY - SALEM,AMERICAN PREPARATORY ACADEMY - SALEM,M,Secondary Math I,?20%
2015,AMERICAN PREPARATORY ACADEMY - SALEM,AMERICAN PREPARATORY ACADEMY - SALEM,M,Secondary Math II,N<10
2015,AMERICAN PREPARATORY ACADEMY - SALEM,AMERICAN PREPARATORY ACADEMY - SALEM,S,4th Grade Science,45.5%
2015,AMERICAN PREPARATORY ACADEMY - SALEM,AMERICAN PREPARATORY ACADEMY - SALEM,S,5th Grade Science,40-49%
2015,AMERICAN PREPARATORY ACADEMY - SALEM,AMERICAN PREPARATORY ACADEMY - SALEM,S,6th Grade Science,40-49%
2015,AMERICAN PREPARATORY ACADEMY - SALEM,AMERICAN PREPARATORY ACADEMY - SALEM,S,7th Grade Science,20-29%
2015,AMERICAN PREPARATORY ACADEMY - SALEM,AMERICAN PREPARATORY ACADEMY - SALEM,S,8th Grade Science,N<10
2015,AMERICAN PREPARATORY ACADEMY - SALEM,AMERICAN PREPARATORY ACADEMY - SALEM,S,Physics,N<10
2015,ARISTOTLE ACADEMY,ARISTOTLE ACADEMY,L,3rd Grade Language Arts,21-29%
2015,ARISTOTLE ACADEMY,ARISTOTLE ACADEMY,L,4th Grade Language Arts,40-49%
2015,ARISTOTLE ACADEMY,ARISTOTLE ACADEMY,L,5th Grade Language Arts,?20%
2015,ARISTOTLE ACADEMY,ARISTOTLE ACADEMY,L,6th Grade Language Arts,?20%
2015,ARISTOTLE ACADEMY,ARISTOTLE ACADEMY,L,7th Grade Language Arts,N<10
2015,ARISTOTLE ACADEMY,ARISTOTLE ACADEMY,L,8th Grade Language Arts,N<10
2015,ARISTOTLE ACADEMY,ARISTOTLE ACADEMY,M,3rd Grade Math,30-39%
2015,ARISTOTLE ACADEMY,ARISTOTLE ACADEMY,M,4th Grade Math,21-29%
2015,ARISTOTLE ACADEMY,ARISTOTLE ACADEMY,M,5th Grade Math,21-29%
2015,ARISTOTLE ACADEMY,ARISTOTLE ACADEMY,M,6th Grade Math,?20%
2015,ARISTOTLE ACADEMY,ARISTOTLE ACADEMY,M,7th Grade Math,N<10
2015,ARISTOTLE ACADEMY,ARISTOTLE ACADEMY,M,8th Grade Math,N<10
2015,ARISTOTLE ACADEMY,ARISTOTLE ACADEMY,S,4th Grade Science,40-49%
2015,ARISTOTLE ACADEMY,ARISTOTLE ACADEMY,S,5th Grade Science,?20%
2015,ARISTOTLE ACADEMY,ARISTOTLE ACADEMY,S,6th Grade Science,21-29%
2015,ARISTOTLE ACADEMY,ARISTOTLE ACADEMY,S,7th Grade Science,N<10
2015,ARISTOTLE ACADEMY,ARISTOTLE ACADEMY,S,8th Grade Science,N<10
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH FARMINGTON,L,3rd Grade Language Arts,55.8%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH WEST JORDAN,L,3rd Grade Language Arts,36.7%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH WEST JORDAN,L,4th Grade Language Arts,34.2%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH FARMINGTON,L,4th Grade Language Arts,56.6%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH FARMINGTON,L,5th Grade Language Arts,54.4%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH WEST JORDAN,L,5th Grade Language Arts,41.0%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH WEST JORDAN,L,6th Grade Language Arts,45.0%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH FARMINGTON,L,6th Grade Language Arts,60.4%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH FARMINGTON,L,7th Grade Language Arts,60.0%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH WEST JORDAN,L,7th Grade Language Arts,40.3%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH WEST JORDAN,L,8th Grade Language Arts,30-39%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH FARMINGTON,L,8th Grade Language Arts,60-69%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH FARMINGTON,M,3rd Grade Math,51.9%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH WEST JORDAN,M,3rd Grade Math,51.9%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH WEST JORDAN,M,4th Grade Math,42.1%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH FARMINGTON,M,4th Grade Math,56.6%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH FARMINGTON,M,5th Grade Math,46.2%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH WEST JORDAN,M,5th Grade Math,45.7%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH WEST JORDAN,M,6th Grade Math,45.0%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH FARMINGTON,M,6th Grade Math,46.5%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH FARMINGTON,M,7th Grade Math,59.6%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH WEST JORDAN,M,7th Grade Math,47.1%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH WEST JORDAN,M,8th Grade Math,50-59%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH FARMINGTON,M,8th Grade Math,70-79%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH FARMINGTON,S,4th Grade Science,49.1%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH WEST JORDAN,S,4th Grade Science,26.3%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH WEST JORDAN,S,5th Grade Science,39.0%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH FARMINGTON,S,5th Grade Science,45.6%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH FARMINGTON,S,6th Grade Science,60.0%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH WEST JORDAN,S,6th Grade Science,32.0%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH WEST JORDAN,S,7th Grade Science,25.0%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH FARMINGTON,S,7th Grade Science,42.6%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH FARMINGTON,S,8th Grade Science,60-69%
2015,ASCENT ACADEMIES OF UTAH,ASCENT ACADEMIES OF UTAH WEST JORDAN,S,8th Grade Science,20-29%
2015,BEAR RIVER CHARTER SCHOOL,BEAR RIVER CHARTER SCHOOL,L,3rd Grade Language Arts,70-79%
2015,BEAR RIVER CHARTER SCHOOL,BEAR RIVER CHARTER SCHOOL,L,4th Grade Language Arts,50-59%
2015,BEAR RIVER CHARTER SCHOOL,BEAR RIVER CHARTER SCHOOL,L,5th Grade Language Arts,40-49%
2015,BEAR RIVER CHARTER SCHOOL,BEAR RIVER CHARTER SCHOOL,L,6th Grade Language Arts,30-39%
2015,BEAR RIVER CHARTER SCHOOL,BEAR RIVER CHARTER SCHOOL,L,7th Grade Language Arts,50-59%
2015,BEAR RIVER CHARTER SCHOOL,BEAR RIVER CHARTER SCHOOL,L,8th Grade Language Arts,?80%
2015,BEAR RIVER CHARTER SCHOOL,BEAR RIVER CHARTER SCHOOL,M,3rd Grade Math,70-79%
2015,BEAR RIVER CHARTER SCHOOL,BEAR RIVER CHARTER SCHOOL,M,4th Grade Math,50-59%
2015,BEAR RIVER CHARTER SCHOOL,BEAR RIVER CHARTER SCHOOL,M,5th Grade Math,30-39%
2015,BEAR RIVER CHARTER SCHOOL,BEAR RIVER CHARTER SCHOOL,M,6th Grade Math,?20%
2015,BEAR RIVER CHARTER SCHOOL,BEAR RIVER CHARTER SCHOOL,M,7th Grade Math,50-59%
2015,BEAR RIVER CHARTER SCHOOL,BEAR RIVER CHARTER SCHOOL,M,8th Grade Math,50-59%
2015,BEAR RIVER CHARTER SCHOOL,BEAR RIVER CHARTER SCHOOL,S,4th Grade Science,70-79%
2015,BEAR RIVER CHARTER SCHOOL,BEAR RIVER CHARTER SCHOOL,S,5th Grade Science,40-49%
2015,BEAR RIVER CHARTER SCHOOL,BEAR RIVER CHARTER SCHOOL,S,6th Grade Science,?20%
2015,BEAR RIVER CHARTER SCHOOL,BEAR RIVER CHARTER SCHOOL,S,7th Grade Science,50-59%
2015,BEAR RIVER CHARTER SCHOOL,BEAR RIVER CHARTER SCHOOL,S,8th Grade Science,80-89%
2015,BEAVER DISTRICT,BELKNAP SCHOOL,L,3rd Grade Language Arts,64.3%
2015,BEAVER DISTRICT,MILFORD SCHOOL,L,3rd Grade Language Arts,20-29%
2015,BEAVER DISTRICT,MINERSVILLE SCHOOL,L,3rd Grade Language Arts,N<10
2015,BEAVER DISTRICT,MINERSVILLE SCHOOL,L,4th Grade Language Arts,N<10
2015,BEAVER DISTRICT,MILFORD SCHOOL,L,4th Grade Language Arts,30-39%
2015,BEAVER DISTRICT,BELKNAP SCHOOL,L,4th Grade Language Arts,44.1%
2015,BEAVER DISTRICT,BELKNAP SCHOOL,L,5th Grade Language Arts,57.5%
2015,BEAVER DISTRICT,MILFORD SCHOOL,L,5th Grade Language Arts,40-49%
2015,BEAVER DISTRICT,MINERSVILLE SCHOOL,L,5th Grade Language Arts,60-69%
2015,BEAVER DISTRICT,MINERSVILLE SCHOOL,L,6th Grade Language Arts,60-69%
2015,BEAVER DISTRICT,MILFORD SCHOOL,L,6th Grade Language Arts,20-29%
2015,BEAVER DISTRICT,BELKNAP SCHOOL,L,6th Grade Language Arts,54.4%
2015,BEAVER DISTRICT,BEAVER HIGH,L,7th Grade Language Arts,26.8%
2015,BEAVER DISTRICT,MILFORD HIGH,L,7th Grade Language Arts,20-29%
2015,BEAVER DISTRICT,MINERSVILLE SCHOOL,L,7th Grade Language Arts,50-59%
2015,BEAVER DISTRICT,MINERSVILLE SCHOOL,L,8th Grade Language Arts,50-59%
2015,BEAVER DISTRICT,MILFORD HIGH,L,8th Grade Language Arts,11-19%
2015,BEAVER DISTRICT,BEAVER HIGH,L,8th Grade Language Arts,23.9%
2015,BEAVER DISTRICT,BEAVER HIGH,L,9th Grade Language Arts,35.6%
2015,BEAVER DISTRICT,MILFORD HIGH,L,9th Grade Language Arts,11-19%
2015,BEAVER DISTRICT,MILFORD HIGH,L,10th Grade Language Arts,30-39%
2015,BEAVER DISTRICT,BEAVER HIGH,L,10th Grade Language Arts,36.5%
2015,BEAVER DISTRICT,BEAVER HIGH,L,11th Grade Language Arts,36.0%
2015,BEAVER DISTRICT,MILFORD HIGH,L,11th Grade Language Arts,11-19%
2015,BEAVER DISTRICT,MILFORD SCHOOL,M,3rd Grade Math,40-49%
2015,BEAVER DISTRICT,MINERSVILLE SCHOOL,M,3rd Grade Math,N<10
2015,BEAVER DISTRICT,BELKNAP SCHOOL,M,3rd Grade Math,57.7%
2015,BEAVER DISTRICT,BELKNAP SCHOOL,M,4th Grade Math,51.5%
2015,BEAVER DISTRICT,MINERSVILLE SCHOOL,M,4th Grade Math,N<10
2015,BEAVER DISTRICT,MILFORD SCHOOL,M,4th Grade Math,40-49%
2015,BEAVER DISTRICT,MILFORD SCHOOL,M,5th Grade Math,40-49%
2015,BEAVER DISTRICT,MINERSVILLE SCHOOL,M,5th Grade Math,50-59%
2015,BEAVER DISTRICT,BELKNAP SCHOOL,M,5th Grade Math,58.9%
2015,BEAVER DISTRICT,BELKNAP SCHOOL,M,6th Grade Math,35.4%
2015,BEAVER DISTRICT,MINERSVILLE SCHOOL,M,6th Grade Math,21-29%
2015,BEAVER DISTRICT,MILFORD SCHOOL,M,6th Grade Math,20-29%
2015,BEAVER DISTRICT,BEAVER HIGH,M,7th Grade Math,35.7%
2015,BEAVER DISTRICT,MILFORD HIGH,M,7th Grade Math,50-59%
2015,BEAVER DISTRICT,MINERSVILLE SCHOOL,M,7th Grade Math,50-59%
2015,BEAVER DISTRICT,MINERSVILLE SCHOOL,M,8th Grade Math,70-79%
2015,BEAVER DISTRICT,MILFORD HIGH,M,8th Grade Math,30-39%
2015,BEAVER DISTRICT,BEAVER HIGH,M,8th Grade Math,41.3%
2015,BEAVER DISTRICT,BEAVER HIGH,M,Secondary Math I,42.0%
2015,BEAVER DISTRICT,MILFORD HIGH,M,Secondary Math I,20-29%
2015,BEAVER DISTRICT,MILFORD HIGH,M,Secondary Math II,20-29%
2015,BEAVER DISTRICT,BEAVER HIGH,M,Secondary Math II,26.0%
2015,BEAVER DISTRICT,BEAVER HIGH,M,Secondary Math III,31.0%
2015,BEAVER DISTRICT,MILFORD HIGH,M,Secondary Math III,50-59%
2015,BEAVER DISTRICT,MILFORD SCHOOL,S,4th Grade Science,50-59%
2015,BEAVER DISTRICT,MINERSVILLE SCHOOL,S,4th Grade Science,N<10
2015,BEAVER DISTRICT,BELKNAP SCHOOL,S,4th Grade Science,41.2%
2015,BEAVER DISTRICT,BELKNAP SCHOOL,S,5th Grade Science,49.3%
2015,BEAVER DISTRICT,MINERSVILLE SCHOOL,S,5th Grade Science,50-59%
2015,BEAVER DISTRICT,MILFORD SCHOOL,S,5th Grade Science,50-59%
2015,BEAVER DISTRICT,MILFORD SCHOOL,S,6th Grade Science,30-39%
2015,BEAVER DISTRICT,MINERSVILLE SCHOOL,S,6th Grade Science,60-69%
2015,BEAVER DISTRICT,BELKNAP SCHOOL,S,6th Grade Science,42.0%
2015,BEAVER DISTRICT,BEAVER HIGH,S,7th Grade Science,26.8%
2015,BEAVER DISTRICT,MILFORD HIGH,S,7th Grade Science,40-49%
2015,BEAVER DISTRICT,MINERSVILLE SCHOOL,S,7th Grade Science,?20%
2015,BEAVER DISTRICT,MINERSVILLE SCHOOL,S,8th Grade Science,70-79%
2015,BEAVER DISTRICT,MILFORD HIGH,S,8th Grade Science,11-19%
2015,BEAVER DISTRICT,BEAVER HIGH,S,8th Grade Science,50.0%
2015,BEAVER DISTRICT,BEAVER HIGH,S,Earth Science,40.6%
2015,BEAVER DISTRICT,MILFORD HIGH,S,Earth Science,11-19%
2015,BEAVER DISTRICT,MILFORD HIGH,S,Biology,20-29%
2015,BEAVER DISTRICT,BEAVER HIGH,S,Biology,53.8%
2015,BEAVER DISTRICT,BEAVER HIGH,S,Chemistry,70-79%
2015,BEAVER DISTRICT,BEAVER HIGH,S,Physics,60-69%
2015,BEAVER DISTRICT,MILFORD HIGH,S,Physics,?20%
2015,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),L,6th Grade Language Arts,57.8%
2015,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),L,7th Grade Language Arts,53.3%
2015,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),L,8th Grade Language Arts,33.3%
2015,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),L,9th Grade Language Arts,44.0%
2015,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),L,10th Grade Language Arts,60-69%
2015,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),L,11th Grade Language Arts,40-49%
2015,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),M,6th Grade Math,45.8%
2015,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),M,7th Grade Math,61.9%
2015,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),M,8th Grade Math,66.7%
2015,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),M,Secondary Math I,64.0%
2015,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),M,Secondary Math II,60-69%
2015,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),M,Secondary Math III,50-59%
2015,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),S,6th Grade Science,52.1%
2015,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),S,7th Grade Science,46.0%
2015,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),S,8th Grade Science,47.9%
2015,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),S,Biology,45.1%
2015,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),S,Chemistry,40-49%
2015,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),S,Physics,30-39%
2015,BOX ELDER DISTRICT,CENTURY SCHOOL,L,3rd Grade Language Arts,30.0%
2015,BOX ELDER DISTRICT,DISCOVERY SCHOOL,L,3rd Grade Language Arts,44.4%
2015,BOX ELDER DISTRICT,FIELDING SCHOOL,L,3rd Grade Language Arts,49.0%
2015,BOX ELDER DISTRICT,FOOTHILL SCHOOL,L,3rd Grade Language Arts,58.4%
2015,BOX ELDER DISTRICT,GARLAND SCHOOL,L,3rd Grade Language Arts,45.9%
2015,BOX ELDER DISTRICT,GROUSE CREEK ELEMENTARY,L,3rd Grade Language Arts,N<10
2015,BOX ELDER DISTRICT,LAKE VIEW SCHOOL,L,3rd Grade Language Arts,30.0%
2015,BOX ELDER DISTRICT,MCKINLEY SCHOOL,L,3rd Grade Language Arts,42.1%
2015,BOX ELDER DISTRICT,MOUNTAIN VIEW SCHOOL,L,3rd Grade Language Arts,39.3%
2015,BOX ELDER DISTRICT,NORTH PARK SCHOOL,L,3rd Grade Language Arts,46.9%
2015,BOX ELDER DISTRICT,PARK VALLEY ELEMENTARY,L,3rd Grade Language Arts,N<10
2015,BOX ELDER DISTRICT,SNOWVILLE SCHOOL,L,3rd Grade Language Arts,N<10
2015,BOX ELDER DISTRICT,THREE MILE CREEK SCHOOL,L,3rd Grade Language Arts,47.6%
2015,BOX ELDER DISTRICT,THREE MILE CREEK SCHOOL,L,4th Grade Language Arts,45.5%
2015,BOX ELDER DISTRICT,SNOWVILLE SCHOOL,L,4th Grade Language Arts,N<10
2015,BOX ELDER DISTRICT,PARK VALLEY ELEMENTARY,L,4th Grade Language Arts,N<10
2015,BOX ELDER DISTRICT,NORTH PARK SCHOOL,L,4th Grade Language Arts,50.0%
2015,BOX ELDER DISTRICT,MOUNTAIN VIEW SCHOOL,L,4th Grade Language Arts,42.9%
2015,BOX ELDER DISTRICT,MCKINLEY SCHOOL,L,4th Grade Language Arts,25.0%
2015,BOX ELDER DISTRICT,LAKE VIEW SCHOOL,L,4th Grade Language Arts,35.8%
2015,BOX ELDER DISTRICT,GROUSE CREEK ELEMENTARY,L,4th Grade Language Arts,N<10
2015,BOX ELDER DISTRICT,GARLAND SCHOOL,L,4th Grade Language Arts,48.4%
2015,BOX ELDER DISTRICT,FOOTHILL SCHOOL,L,4th Grade Language Arts,57.8%
2015,BOX ELDER DISTRICT,FIELDING SCHOOL,L,4th Grade Language Arts,56.3%
2015,BOX ELDER DISTRICT,DISCOVERY SCHOOL,L,4th Grade Language Arts,55.7%
2015,BOX ELDER DISTRICT,CENTURY SCHOOL,L,4th Grade Language Arts,36.7%
2015,BOX ELDER DISTRICT,CENTURY SCHOOL,L,5th Grade Language Arts,37.1%
2015,BOX ELDER DISTRICT,DISCOVERY SCHOOL,L,5th Grade Language Arts,66.7%
2015,BOX ELDER DISTRICT,FIELDING SCHOOL,L,5th Grade Language Arts,48.4%
2015,BOX ELDER DISTRICT,FOOTHILL SCHOOL,L,5th Grade Language Arts,47.3%
2015,BOX ELDER DISTRICT,GARLAND SCHOOL,L,5th Grade Language Arts,62.6%
2015,BOX ELDER DISTRICT,GROUSE CREEK ELEMENTARY,L,5th Grade Language Arts,N<10
2015,BOX ELDER DISTRICT,LAKE VIEW SCHOOL,L,5th Grade Language Arts,45.6%
2015,BOX ELDER DISTRICT,MCKINLEY SCHOOL,L,5th Grade Language Arts,39.1%
2015,BOX ELDER DISTRICT,MOUNTAIN VIEW SCHOOL,L,5th Grade Language Arts,33.3%
2015,BOX ELDER DISTRICT,NORTH PARK SCHOOL,L,5th Grade Language Arts,51.1%
2015,BOX ELDER DISTRICT,PARK VALLEY ELEMENTARY,L,5th Grade Language Arts,N<10
2015,BOX ELDER DISTRICT,SNOWVILLE SCHOOL,L,5th Grade Language Arts,N<10
2015,BOX ELDER DISTRICT,THREE MILE CREEK SCHOOL,L,5th Grade Language Arts,47.6%
2015,BOX ELDER DISTRICT,HARRIS INTERMEDIATE,L,6th Grade Language Arts,45.8%
2015,BOX ELDER DISTRICT,YOUNG INTERMEDIATE,L,6th Grade Language Arts,41.5%
2015,BOX ELDER DISTRICT,PARK VALLEY ELEMENTARY,L,6th Grade Language Arts,N<10
2015,BOX ELDER DISTRICT,YOUNG INTERMEDIATE,L,7th Grade Language Arts,40.3%
2015,BOX ELDER DISTRICT,HARRIS INTERMEDIATE,L,7th Grade Language Arts,61.3%
2015,BOX ELDER DISTRICT,PARK VALLEY SECONDARY,L,7th Grade Language Arts,N<10
2015,BOX ELDER DISTRICT,PARK VALLEY SECONDARY,L,8th Grade Language Arts,N<10
2015,BOX ELDER DISTRICT,BEAR RIVER MIDDLE,L,8th Grade Language Arts,40.9%
2015,BOX ELDER DISTRICT,DALE YOUNG COMMUNITY HIGH,L,8th Grade Language Arts,N<10
2015,BOX ELDER DISTRICT,BOX ELDER MIDDLE,L,8th Grade Language Arts,40.4%
2015,BOX ELDER DISTRICT,BOX ELDER MIDDLE,L,9th Grade Language Arts,38.2%
2015,BOX ELDER DISTRICT,DALE YOUNG COMMUNITY HIGH,L,9th Grade Language Arts,N<10
2015,BOX ELDER DISTRICT,BEAR RIVER MIDDLE,L,9th Grade Language Arts,53.6%
2015,BOX ELDER DISTRICT,PARK VALLEY SECONDARY,L,9th Grade Language Arts,N<10
2015,BOX ELDER DISTRICT,PARK VALLEY SECONDARY,L,10th Grade Language Arts,N<10
2015,BOX ELDER DISTRICT,BEAR RIVER HIGH,L,10th Grade Language Arts,45.1%
2015,BOX ELDER DISTRICT,DALE YOUNG COMMUNITY HIGH,L,10th Grade Language Arts,?20%
2015,BOX ELDER DISTRICT,BOX ELDER HIGH,L,10th Grade Language Arts,41.2%
2015,BOX ELDER DISTRICT,BOX ELDER HIGH,L,11th Grade Language Arts,39.5%
2015,BOX ELDER DISTRICT,DALE YOUNG COMMUNITY HIGH,L,11th Grade Language Arts,?5%
2015,BOX ELDER DISTRICT,BEAR RIVER HIGH,L,11th Grade Language Arts,34.2%
2015,BOX ELDER DISTRICT,THREE MILE CREEK SCHOOL,M,3rd Grade Math,55.6%
2015,BOX ELDER DISTRICT,SNOWVILLE SCHOOL,M,3rd Grade Math,N<10
2015,BOX ELDER DISTRICT,PARK VALLEY ELEMENTARY,M,3rd Grade Math,N<10
2015,BOX ELDER DISTRICT,NORTH PARK SCHOOL,M,3rd Grade Math,51.5%
2015,BOX ELDER DISTRICT,MOUNTAIN VIEW SCHOOL,M,3rd Grade Math,47.5%
2015,BOX ELDER DISTRICT,MCKINLEY SCHOOL,M,3rd Grade Math,41.7%
2015,BOX ELDER DISTRICT,LAKE VIEW SCHOOL,M,3rd Grade Math,41.1%
2015,BOX ELDER DISTRICT,GROUSE CREEK ELEMENTARY,M,3rd Grade Math,N<10
2015,BOX ELDER DISTRICT,GARLAND SCHOOL,M,3rd Grade Math,70.3%
2015,BOX ELDER DISTRICT,FOOTHILL SCHOOL,M,3rd Grade Math,61.8%
2015,BOX ELDER DISTRICT,FIELDING SCHOOL,M,3rd Grade Math,63.3%
2015,BOX ELDER DISTRICT,DISCOVERY SCHOOL,M,3rd Grade Math,55.6%
2015,BOX ELDER DISTRICT,CENTURY SCHOOL,M,3rd Grade Math,37.0%
2015,BOX ELDER DISTRICT,CENTURY SCHOOL,M,4th Grade Math,51.3%
2015,BOX ELDER DISTRICT,DISCOVERY SCHOOL,M,4th Grade Math,69.6%
2015,BOX ELDER DISTRICT,FIELDING SCHOOL,M,4th Grade Math,57.8%
2015,BOX ELDER DISTRICT,FOOTHILL SCHOOL,M,4th Grade Math,53.3%
2015,BOX ELDER DISTRICT,GARLAND SCHOOL,M,4th Grade Math,51.6%
2015,BOX ELDER DISTRICT,GROUSE CREEK ELEMENTARY,M,4th Grade Math,N<10
2015,BOX ELDER DISTRICT,LAKE VIEW SCHOOL,M,4th Grade Math,37.9%
2015,BOX ELDER DISTRICT,MCKINLEY SCHOOL,M,4th Grade Math,31.3%
2015,BOX ELDER DISTRICT,MOUNTAIN VIEW SCHOOL,M,4th Grade Math,47.6%
2015,BOX ELDER DISTRICT,NORTH PARK SCHOOL,M,4th Grade Math,61.5%
2015,BOX ELDER DISTRICT,PARK VALLEY ELEMENTARY,M,4th Grade Math,N<10
2015,BOX ELDER DISTRICT,SNOWVILLE SCHOOL,M,4th Grade Math,N<10
2015,BOX ELDER DISTRICT,THREE MILE CREEK SCHOOL,M,4th Grade Math,55.6%
2015,BOX ELDER DISTRICT,THREE MILE CREEK SCHOOL,M,5th Grade Math,63.5%
2015,BOX ELDER DISTRICT,SNOWVILLE SCHOOL,M,5th Grade Math,N<10
